,0
974,"Beautiful grounds . Willing staff who have no intuition and clearly have not been trained . They are willing bit trust me , everything takes long . We waited over half hour for breakfast and longer for dinner . The bedroom wasn ' t all that . We had a blue light in the bathroom . . . . strange . . . . . only one towel and they knew two people were staying in the room !"
975,"Beautiful serene place , good people , delicious meals ."
976,Nice place and enough space for family outing . A view of the Lake Bosomtwe . But the road to the location is not encouraging .
977,"My first experience here was in June 2021 . I fell in love with the place . The water , the trees , the birds of different colours ! Oh my ! I couldn ’ t help but come here this weekend of my birthday Oct 2nd - 4th ! It was a magical experience as I swam in the lake Bosomtwe for the first time , I did my meditations by the lake at 5am with the birds singing the sun rising and the calm of the lake . The owner is an amazing person I came here in June because of how nice she was on phone and she hasn ’ t changed . It feels like home . They even made me a surprise birthday local food ! I will never forget this weekend . The only time I saw her not happy was when clients came in with food and refused to pay for anything . When they were asked to pay nicely they refused until they were finally asked to leave . They rained insults on the whole place . I have never seen such disrespect and rude behaviour . If you have food just eat at home . You can ’ t bring food to a restaurant ! Why do we do this to good businesses ? Wildwin is an amazing gateway for nature lovers and the owner is the best customer service client I have seen . Anyways I have already booked my ticket for December 2021 . Can ’ t wait to see blue and green birds and swim in lake Bosomtwe . I could live there all my life : )"
978,Good chef . Quiet environment .
979,I really love the place . We had a refresher course there and it was indeed very refreshing . Very nice and serene environment
980,I did enjoyed my stay there . . nice calm environment with beautiful caring staffs . . I didn ’ t wanna leave .
981,Nice place in a village setting .
982,It was a great time and the view with the lake is breath taking
983,I loved how neat and serene the place was . It ’ s a good place to visit when you want to run away from all the chaos in the city . And the customer service was wonderful as well .
984,Good place to relax and unplug . Location is perfect but waiting service can be better . Will recommend this place if you ' re looking for cool place to get away .
985,Good customer care
986,"We really enjoyed Blue Diamond . Easy booking , great communication , easy to find and really not a bad drive from Accra . Ordering drinks and meals was an easy WhatsApp message . We ordered food one night , which was good and we brought bbq for the second night . I like that they allow you to bring your own food . The rooms are super basic but we spent all our time at the beach anyway . The beach is clean and safe to swim in . Decent waves for boogie boarding and even some surfing ( there was a decent break down the beach a bit ) . It feels good to find a place to escape Accra and really be required to do nothing but relax ."
987,"Nice clean beach getaway from Accra . Beautiful shoreline with some waves for body surfing ( closes out too quick for surfing ) . Resort food is yummy . You can bring your own charcoal and grill food your own as well . Dmall nighltly bonfire ( weekends only ? ) . Small but clean pool . Very nice spot for families . Drinks were on thr pricier side , but you can order them up via WhatsApp which is convenient . Rooms had AC and a mini fridge - honestly didn ' t spend much time in thr room awake . No stores nearby so bring your own snacks and maybe water . Rooms get sandy - a floor mat would be nice inside the door . Manager person ( owner ? German lady ) had great communication skills ) ."
988,"Blue Diamond Beach Resort lives upto its name . It has a clean beach and view is picture perfect . Service staff is very polite and professional in approach . Long walks ( 7 - 10 Km ) on beach is normal . villagers fishing nearby adds to experience of local people & culture . Ride the waves get your board . Swings , hammock under coconut trees give you true feel of beach resort . Rooms are functional but well maintained . Overall an excellent place . Place is cosy and gives you privacy . . . 🍾🥂🍻🍹🏄🌴"
989,"A lovely hideout from the hustle and bustle of city life . An escape route really . Serene atmosphere with a well trimmed lawns . Not an easy location though but once you get there , you will love it . A neat and tidy beach with life guards available to help all the time . We really had fun but the host was amazing ."
990,"Just came back from a 2 day stay getaway at Blue Diamond . Firstly the communication was as 100 % . All questions prior to booking were answered well and on time on the WhatsApp . 
 
 The outside : Arriving at the resort was easy we informed them of our arrival and someone met us at the gate . As you drive in you can feel the peace and serenity of the resort . It ’ s very clean and the beach is well kept with lovely palm trees and shaded seating tables by the beach side . 
 
 The Rooms : We booked a conjoining family room . I must say the rooms were a big disappointment . The rooms are extremely basic especially for the price paid and we felt inclined to chill by the beach till it was time to go to bed as the rooms are depressing and dark with bare furniture . 
 
 Food : Ordering food is very easy . A quick whatsapp gets you a quick response . However the food is 5 / 10 and overpriced for the quality . Ordered dinner the day we arrived and decided to find a local to make our meals for the rest of the trip . Cocktails are very nice . The blue diamond is as a hit . So was the Last Prayer 
 
 Overall the tranquility of the place makes up for rooms and the food and that ’ s why I ’ m giving a 4 *"
991,"Stephanie was the absolute hostess , she was very efficient and all , via WhatsApp , she provided very clear communication to address every situation . The food was great , everything on the menu WAS available , loved the grilled lobster , prawns provencal , and the sea food linguine , and the beach front was amazing , we absolutely loved eating our meals right on the beach front and falling asleep to the sound of the sea , a beach resort worth visiting , the rooms are basic but the beach is so worth it . I would do it again ."
992,Beautiful place
993,I enjoy ❤ ️
994,"Great place for a nice getaway from Accra , great service , nice food and very nice sceneries at the beach and a great hostess ! PS : ask for the bonfire"
995,"Neat beach , good food , great customer service"
996,"We spent all week on the Xmil coast . The splendid sea , the well served and equipped beach . The excellent catering , for fresh fish , the excellent pizza , the courtesy and the cleaning of the place ."
997,Very lovely place . Was here 2015 and today too was great . Will always recommend
998,"Any reason why you don ’ t pick your calls , if strictly by reservations then you have to keep your phone close to you ."
999,"Worst place to visit ! ! Never seen such zero hospitality in my life ! ! You can ’ t even enter the gate if you don ’ t have a reservation ! What nonsense is that ? Why don ’ t you allow walk in customers coming all the way from Accra just to have lunch ? What ’ s so precious Inside , that walk in customers have to be turned away at the gate ? ? Ridiculous behaviour by the lady manager who spoke on phone ! ! Will never visit or recommend this place to any one again ! !"
1000,After three years . . . Setting and Service as excellent as always . Location access is a challenge though . A bumpy 5km mud road leads to the facility .
1001,Neat beach good for jogging and beach soccer and affordable .
1002,"Food was bad , no wifi , tv wasn ' t working"
1003,Very beautiful hotel and good service
1004,We drove 30 min on a horrible road to enjoy lunch . At arrival they ask us for 80 to even get in to the resort and access the bar . Don ’ t go here ! ! !
1005,Stephanie is the best ! Another fabulous weekend ! With a mixture of our own food and drinks plus Blue Diamond grill . I love the way she keeps tabs on everything that ' s going on using WhatsApp . The bonfire on the beach was awesome and the early morning swim fantastic . Departure cocktail divine ! Cant wait to go back
1006,Great
1007,Hidden gem💎 Blue diamond resort has a amazing beach . Lots of palms . Clean rooms with showers . Nice patio to sit on for the nicest views . Birds and lots of nature . No loud music or rowdy crowds . . definitely a plus . Easy to find and hard to leave .
1008,"We were at Blue Diamond Beach and Spa Resort for a weekend , we found a very clean beach , good food and great service . Definitely we will go again ."
1009,"For me its my favorite hideaway beach ! , cleanest beach , food was good , the cluster of coconut trees 😍"
1010,"Mosquitos in the room Flies all over the place Insects in the bed ( yes , in the bed ) Owner super unfriendly and does not care about the guests . Didnt even try to assist . During the night there is no one to assist if something happens . I came withy wife and slept maybe 4 hours because of the mosquitos . Really not recommend . . photos are misleading , we really didnt expect that from a German hotel manager ."
1011,"I came with my husband for a relaxing night at the blue diamond and was attacked in my room by 100 mosquitos . My husband needed medical attention during the night and no one was there to assist , not even with a first aid kit . The owner didn ' t even ask about it in the morning . Rooms are equipped with a specific glass that attracts birds and Around 5 am small birds just knocked my window so hard we werent able to sleep . We slept 4 hours roughly on a vacation night . Many flies were around when we had breakfast . The place looks nice but not everything that shines is gold . Really bad experience overall mostly because of the lack of availability and caring from the owners . Highly NOT recommended ."
1012,"Nice location , quiet , good service , clean beach ."
1013,Great stay at a beautiful resort ! The rooms were very clean and comfortable and the host was very welcoming : ) 5 / 5 would recommend !
1014,There ' s good food and snacks available You can also swim well around the coastguard
1015,Cool place to go
1016,Normal
1017,Nice place
1018,Serene environment
1019,So quiet
1020,Calm and serene
1021,"Amazing beach and great personnel . If you are looking for a place to run away from everything for a while and enjoy the nature pur , this is it ."
1022,Nice spacious rooms . WiFi not accessible everywhere . No WiFi at the beach bar either . Mattresses hard and dated .
1023,"Nice and quiet . A hidden gem . Wonderful owner , excellent food and very reasonably priced food and drinks . Nice place to be ."
1024,"We went to Brenu Beach Lodge for dinner and drinks . The road to get there is in need of work . The Lobster Thermador that I had was OUTSTANDING ! Agnes , the owner , is quite friendly and interacts with her customers . I enjoy going somewhere that appreciates their customers . We will definitely be back and next time I would like to stay in one of the chalets ."
1025,I call this place hideout peacefull environment
1026,"was amazing ! the beach is absolutely beautiful 😍 the waves crashing in , sitting in the sand . . what more could you want ! !"
1027,The lodge is basic but they do their very best to accommodate their guests and are extremely nice and helpful . The staff is warm and welcoming . The beach is amazing .
1028,"This is life a hidden gem . Located right on the beautiful beach this location is great for folks who want to be isolated , away from the hustle , and always steps away from the beach . There was fresh food available 3 meals a day and a stocked bar . If you are looking for a romantic get away or time to reflect this is the perfect place ."
1029,"So far it has been a great stay . Agnes and Abraham have been gracious hosts . The rooms are neat and clean , although the bed is very hard . The beach is clean and the hammocks are blissful . The road to the lodge is absolutely terrible , but I guess that keeps the lodge exclusive . Well done Brenu Beach Lodge"
1030,Its fun to be there
1031,Nice place . Beautiful beach
1032,Beautiful place
1033,Beautiful scenery .
1034,Hotel relaxing with a good breakfast
1035,"Great break from Cape Coast . Takes time getting to it but worth it . Of you are going to eat , ORDER BEFORE you go so it is ready . They literally cook it to order so the food is amazing but it took a long time to get the food ."
1036,"We are back again . And this place is a classic family atmosphere . The best food , kind staff and a wonderful neat beach . Come , taste and see !"
1037,Lovely
1038,Beautiful beach
1039,The best place ever
1040,Very friendly staff and owner Peaceful environment Tasty food
1041,Nice place
1042,Good food for both vegetarian and excellent quality for people who like sea food . Nice beach Lodge and very helpful and loving staff and owner ! ! Must visit it you want to go to beach and enjoy with family and friends
1043,Lovely
1044,Very nice environment
1045,It was Awesome .
1046,An awesome place for meditation and relaxation 😊🙏🏿
1047,"Very beautiful , the owner a wonderful lady . Such a peaceful area"
1048,"Very nice place . Service is great , and the food is very nice . They have very good cooks . The atmosphere is very pleasant and relaxed . Accomodations are clean , functionnal and don ' t look old . The beach is neat but the waves are sometimes very strong . No mosquitoes when we were there . I highly recommend that place . Agnès was a wonderful host and Abraham , Eco , Francis and Co . have been very nice too us ."
1049,"Located upon a hill over looking the harbour the Abuesi Beach Resort is a great choice to stay for a night or more . The owner Samuel is very welcoming and ensures that you have an excellent stay . He also went above and beyond , helping show us the Fort San Sebastian at Shama . The bar / restaurant has a really good selection of beers and other drinks available , and the food was excellent . Our room had AC , fridge , and a TV , with a sea view from the balcony . They are currently in the process of installing a swimming pool with adjoining bar ."
1050,Nice views
1051,"This is the view of the sea from the top of Abuesi Beach Resort . 
 It ' s a nice view with lot of birds around and the environment , very calm and serene ❤ ️"
1052,Very quiet and relax place . . . . awesome sea view
1053,Good
1054,beautifuseaview . Relaxing atmosphere excellent service not far from main road . Serene
1055,Quiet and a tranquil place
1056,Very nice stuffs and beautiful location . And very nice fishing activity at island👍🏻
1057,"Nice place , with very friendly owner Mr . Samuel and cute girl Frocela"
1058,The saround is old they needs renovation
1059,"Really special place for special people you need not to go far if you are looking for a paradise in Takoradise in Takoradi . Why Abuesi Beach resort is special place as Mr Samuel Sawyer the owner addressed us welcome to Abuesi Beach resort special place for special people . Place the view is fantastic people the service was perfect , the room , The room were clear and spacious comparing to others resorts whereby their prices are so expensive . I have shocked for the price of gh50 , 00 due to the Corona virus epidemic the beach was closed sure ! I have to come back if I travel around Takoradi again"
1060,"I loved how nice and quiet the resort and surrounding area was ! It ’ s situated on top of a hill with a beautiful view of the beach , which is unfortunately closed off . The service and staff were lovely as well ! All in all I had a good time"
1061,The waiters is not friendly
1062,"BEAUTIFUL VIEW AND HIDDEN PARADISE Abuesi Beach Resort is set on a tall hill overlooking the ocean , so all the challetes have a great view of the beach . Nice escape spot . The staff are well trained with a relaxed sense of humour and always eager to help . The room is always spotless , laundry service , fast and efficient . We had an opportunity to visit Sébastien fort nearby and it was amazing . For the food , eating with the cool sea breeze and sound of the ocean waves makes everything taste better . In all the environments is very clean , Abuesi Beach Resort is amazingly romantic , we loved our stay and definitely return back again ."
1063,Serene environment ♻ ️
1064,Nice place for events .
1065,Awesome
1066,Nice cool hide out
1067,The Place is very nice but not ready Amazing Place but no food no drink
1068,👍👍👍👍
1069,Very nice place
1070,"I am Richmond , my wife and I spent our honey moon at Abuesi . . . Trust me its the best spot for a honey moon . We really enjoyed the place , abt their food , just request for anything Ghanaian and it ' s done . Abuesi beach resort , the best ."
1071,Uncle Sammy and the workers were really nice . Food was great too
1072,Nice place to visit
1073,Lovely experience will definitely go there again
1074,"Place looks good with greenery and has the African village concept . The reason why I ’ m giving it a 2 star is because I don ’ t know if it ’ s still in operation . Went there last month and the place looked almost deserted , had to leave to a new place . I also thought the resort was on the beach but it wasn ’ t ."
1075,Very beautiful place . Also a golf resort . Well manicured grass on the perfect golfing landscape . Situated at a very lush and serene place . Facilities include chalets for accommodation .
1076,Not bad
1077,"Great place to be , quite with friendly hosts ! A blend of modern an ancient architecture . A golf course available for golfers . Serene and very cost effective ."
1078,Wonderful atmosphere and service
1079,Nice clean charlets . Very peaceful and quiet . Great service from the staff .
1080,Good breeze
1081,Shama beach resort is Located at shama in the Western region of Ghana . This resort has a very conducive environment for deep relaxation . Shama beach resort can be recommend to use for a vacation from tedious work activities . It ' s closeness to the beach makes mornings at the resort very cozy . The resort has a large reception with television and fridge . The resort also has a very big golf course which is still under expansion . It has six chalet rooms which has a traditional outside design but with ultra modern inside design . Shama beach is the best place to be for your holidays and they have the best reception ever .
1082,De place was kul n very fantastic
1083,Quite and nice environment
1084,They have serene environment
1085,Very serene environment . Perfect for a getaway
1086,The is cool and welcoming
1087,This place is a hidden gem
1088,It ' s ok due to environmental activities
1089,Very nice and kuul
1090,Amazingly beautiful
1091,Serene environment
1092,Good
1093,Song
1094,Is a very nice 🥰cool n entertaining place
1095,Quiet place
1096,Amazing resort to lodge and conference .
1097,"Beautiful resort , views are amazing . So relaxing and loved our room . Bed was comfy and massive , and as a family of 5 , they were kind enough to bring us a matress as well . The outdoor jacuzzi was nice , and there was pool and play equipment for the kids , which we all loved . Staff were so friendly & welcoming , special mention to Jessica from the breakfast buffet she was so helpful and friendly , but all the staff were . The only reason this does not have 5 stars is the condition of the roads & no transport provided from the hotel . Roads are awful . The potholes are massive . Resort would benefit greatly , maybe having a contract with a taxi company or drivers to ferry customers to and fro from the hotel . If you do get a driver organised , please agree prices beforehand , as we had someone charge us 100GHS to take us 10 minutes down the road , which is a lot of money . Would definitely recommend the resort to anyone , and will definitely be back ."
1098,It ' s a beautiful setting and lovely reception
1099,Service very very bad
1100,I love everything about the place except the road leading to the place . Aside that is a 10 for me . The food was affordable and very nice 😊
1101,"Serene beautiful place , we ' ll manicured lawns using a lot local stuff and innovative"
1102,"I have been to this resort . . Very slow service in agreement that one is not in a hurry . . but hunger make you pass . . When paying the account , a tragedy . . . I made the payment with my credit card and after viewing that there was a charge from my app . And having shown it to the two at the cashier . . . they kept saying that nothing had come to them . . I had to make a new payment . . in the end I obviously found two payments . . now I ' m fighting to make me get the maltolto . Open eyes conclusion because they try to screw yourself in all ways . . Never again in such a place . ."
1103,"Fantastic place to be . The river view from the comfort of your bed is just therapeutic . Good restaurant , food and service . Downside : The road from the town to the hotel needs to be tarred asap . If it rains , and you are using the road , it could ruin your beautiful experience the hotel offers"
1104,Good place for relaxation and comfort .
1105,I just passed by though
1106,Perfect
1107,Great place for relaxation and fun . Beautiful along the volta River
1108,"First , they have good food . And most other things were ok . However , I give them 1 star because the most important thing to me was Internet access . It was the worse experience I ' ve had in a while . It ' s a commercial property for God ' s sake . What would it take to provide proper WiFi coverage for the rooms , conference rooms , and public areas like restaurant and pool areas ? Some of us are happy to pay for it . But it was hard to even receive a single WiFi bar at most of these areas . And WiFi was especially necessary as mobile phone signals are weak due to the location ' s distance from the main town . For this reason and their nonchalant attitude towards providing reliable Internet access ( paid or free ) to guests , I give them 1 star ."
1109,Great View but Very Bad Service . . . When you pay for Swimming the resort provides Towels . But you have to hassle staff to get your towel . . nobody cares as soon as they take their money . . Very Bad food service . . food took over 2hrs after ordering when we were promised 30mins . . . We had to leave . . Honest Advice : Great place but make sure you eat at home before going
1110,"Located out of town by the Volta Lake , Sogakope Beach Resort and Spa is a beautiful place . Their rooms are well kept and their swimming pool is clean . Their jet cruise is unmatchable . I love this place . My only problem is the road leading to place . I hope it is worked on ."
1111,This place is kinda one of the fresh places to visit in Sogakofe . They seem to be striving to make it top of town . The water sports is fantastic .
1112,The access road from the main Accra - Lome Road is not the best .
1113,Fantastic environment 👍🤠
1114,Excellent Holiday Location . Super friendly staff and great food . Caution : prepare to battle with mosquitoes when you are outside at night .
1115,"The location is just serene . It gives you a homely earthen vibe whiles soothing your luxurious taste . The rooms just needs a little attention to details , like the TV , the bathroom wash sink . Reports on faults are slowly adhered to . But I ' m guessing it ' s the # Ghana4You attitude aspect . The Food . THE FOOD is just amazing . They answer to all Taste buds . . . This is my 2nd trip here , I ' m definitely planning a 3rd ."
1116,Good hotel
1117,Excellent resting arena
1118,"My stay was ok but I wouldn ' t suggest this hotel to be a one - stop for all things . There are more resorts in the area that serve better food than here . My brother ' s rice was burned , they put too much oil in everything , and the wait doe the food is too long . The rooms had nice mattresses but just a sheet to cover you , and the shower is unpracticle and a pain to use . The pool was nice , although it is saltwater . The beach is in walking distance just past the beautiful stone wall ( the pictures aren ' t updated , the beach isn ' t right there anymore ) but you can not swim in there , the current is too strong ! The people were nice , and the owner even tried to speak in french to my grandma , who couldn ' t speak English well . I recommend this place for a night stop ( with an extra blanket on hand ) and to use the pool . The food isn ' t worth the wait"
1119,Nice and neat environment
1120,"I absolutely loved this place . 
 Beautiful views , serene environment and very friendly staff . The owner was soo kind too . 
 If you want some peace and quiet to rejuvenate then this is your place . 
 I ’ ll definitely come back again . I had such a great experience ."
1121,Very hospitable
1122,It was fantastic
1123,Nice food with scenic ambiance
1124,Very serene environment . Plenty of greenery . Oh and a big swimming pool ☺ ️ ☺ ️
1125,Quiet and serene atmosphere
1126,The environment is generally good for couples 💑 . I actually made a mistake by going there alone
1127,Don ' t have air conditioner
1128,Hey it ' s a lovely place to be . You will surely love the place
1129,Must see and visit !
1130,Most welcoming . Nature at its best
1131,The best place for your relaxation
1132,A great place for relaxation .
1133,So Good .
1134,"Perfect hideout for vacation or a getaway Friendly staff Owner is really nice Location and great with good view Not a crowded place , quiet and decent Fair price for rooms"
1135,"i was there on the 19th of september 2020 , i didn ' t see anyone around , blocked roads leading to the place"
1136,"I thoroughly enjoyed my stay at Elmina Bay Resort ! The room was extremely comfortable , the WiFi was relatively good , the breakfast and ( especially ) dinner were excellent , and the pool was also a highlight of my trip ! Everyone was also so kind and sweet . I look forward to coming again soon !"
1137,"Please , if you don ' t get booking in lemon beach resort , which new in elmina , with better service and food , I would suggest you to postpone the plan to another date This place is obsolete for young people Breakfast which is suppose to be free , and you may think it will be buffet , no it is not , they will actually serve one egg to one person in breakfast , yes after paying like a four star 🌟 hotel , this place staff behaves like the two star 🌟 which they actually are . Total Disappointment 😡 No go area , for young and happening people"
1138,Kindly add your contact information
1139,"Beautiful scenery , lovely staff , delicious food"
1140,A great place to be . . . Awesome environment
1141,About 3 and a half hours out of Accra but worth it if you want some quiet . The staff were pleasant and helpful . The bed was very comfortable and accommodations generally good . I loved the pool ( which was very clean by the way ) . The highlight was the beach access . We also got fresh coconut water . I will go back again .
1142,What a great place to for a quite and relaxing time . Attentive and friendly staff and good food !
1143,Yeah the place is cool . . .
1144,Clean and friendly environment
1145,"We arrived dusty , tired , and world weary from Kumasi . From other experiences in our stay I was skeptical that the location would be good . I was wrong — it was great ! 
 
 We were greeted by Mr . Kweku who runs the operation . He quickly checked us in , answered some questions about getting around , visiting the national forest , and returning to Accra , and then insisted that we relax . We were shown to our room by the excellent Mr . Henry and Ms . Vivian , both of whom kindly showed us around and ensured we were taken care of throughout our visit . 
 
 The room isn ’ t a room at the ritz . Let me confirm what some other reviews — it ’ s hot and the AC can take a bit to cool the room down . But on the positive side , the water pressure is great ( and hot ) and the bed is comfortable enough . 
 
 The pool is lovely , if a bit warm , and provides and amazing view of the crashing ocean waves , sunrises , and sunsets . 
 
 The restaurant provides a mix of western and African food which we really enjoyed ! If you are visiting Africa and having trouble finding local dishes we ’ d recommend checking this place out even if you ’ re just visiting . 
 
 The lodge arranged drivers for us to the National Park and back to Accra at a reasonable price , and helped us get taxis into the city to visit the castles . 
 
 Overall an excellent stay !"
1146,Wonderful
1147,Good place
1148,Great ! And lovely
1149,Have you enjoyed a whole night warming yourself under the sea breeze ? How does the serene environment of an abode enhances your relaxation and productive nights away from all disturbances . You are not getting me anymore . I am talking about this cool African traditional Rainbow Resort . There are more to experience than I do if you take those imagery yourself . It ' s affordable and pays highest welcome to international people . In fact they have a beautiful international reception . I just love African Rainbow Resort .
1150,I absolutely love this place . Everyone is so friendly and accommodating .
1151,Great
1152,Secure place . . .
1153,"Though rooms are spacious , the water heater was not working and no cook for lunch and dinner . TV had only one channel showing , remaining channels were not showing . Room service was not the best ."
1154,Very good
1155,Stayed here in ' 08 . Clean and nice from memory . Banged this girl and she was so loud it woke up the entire place . They didn ' t seem to mind + had a good breakfast in the morning as well !
1156,"Nice clean afordable place . Owner is very crazy and friendly . If her daughter is around she run a roof top bar with great music . Anyway the staff in the kitchen is very very slow , better to go eat somewhere else ."
1157,"While the quality of the cuisine offered at this establishment is exemplary , it is regrettably hampered by the protracted delivery time . In practical terms , one would be wise to order lunch in the morning to ensure that it arrives in a timely fashion , as ordering in the afternoon may result in dinner being served instead . In addition to this , the establishment is found wanting in several other areas . The quality of the internet connectivity is substandard , the level of attention and care provided by the food service staff is inadequate , and despite featuring a menu , cocktails are not available for consumption . As a result , these aspects are not deserving of any rating and are left unmarked . However , the accommodations themselves are of a superior standard and deserve a rating of two stars for their quality ."
1158,"What a beautiful place . We really needed some days to recharge , this place was perfect . The staff is friendly and they try to fulfill every wish . They extra organised soya milk for us . The beach view is stunning , we enjoyed breakfast there and the beach towels are huge : ) . It ’ s possible to swim in the sea . They are building a pool . The place and the rooms are clean . the food is freshly made so is normal that it takes a while , the waiters are informing and its also mentioned in the menu . The food is delicious especially the pizza & fish . We definitely are coming back ."
1159,"Beautiful place . If you are looking for rest and relaxation , this is the place for you . Beautiful well - kept beach , with a wonderful backdrop . You can swim well in the sea . Rooms clean and well - kept . Fine food , is freshly prepared and therefore takes a little longer . The waiters draw attention to this and take the order early enough . They are very guest - oriented and try to fulfill all wishes , prepared and organized meals that were not on the menu . They are working on a pool that looks like it should be ready in a few weeks ."
1160,Nice little quaint beach resort . It was quiet and the perfect getaway spot on the beach . I would have loved a tutorial on some of the things in the room but still had a pleasant stay . I would return .
1161,"Nice , well - kept complex on a great beach"
1162,Good time in the ocean there . Enjoyed the food and companions .
1163,"Very nice hotel and beautiful rooms with everything working perfectly . Excellent breakfast , friendly staff , and close to the beach . Only downside was the road to access the property . Get the road fixed asap . Would definitely stay here again ."
1164,"Location is too far from everything , and the roads are a shambles - don ' t visit in rain ! The food was good , but we had to wait nearly 2 hours for it to arrive - not acceptable for the prices they ' re charging . Ruined the experience : ("
1165,"I loved every bit of my stay . The only minus , as others have already said , is the waiting time for food . I will surely visit again very soon"
1166,"Very nice place , comfy beds , very clean and cosy rooms , everything works , quiet AC , fridge etc . Great stay , best resort compared to their neighbours ."
1167,Room are great and fancy . Everything works perfectly in the rooms . Family friendly with kids playground and activities . Down side is restaurant service and food . Service is super slow and food needs improvement . Breakfast buffet was emptied by 9am with half of the guests were left in limbo . Tables couldn ’ t be cleared to next guest with no where to sit . Had breakfast next to dirty dishes . We had a 2hr drumming and dancing session around 8 - 10 pm which wasn ’ t ideal if you ’ re a light sleeper and also considering it ’ s meant to the a tranquil escape . There ’ s more room for improvement .
1168,"Very nice resort , chalets are well spaced , rooms are nice and cozy , bed was very comfortable . Staff are very helpful and friendly . The scenery is beautiful . Only downside , if you don ' t have your own mode of transport , it can be very expensive if you want to go into town ."
1169,"Quite a drive from the main Accra ~ Takoradi highway , the road is a little bad in bits but the view and serenity of Charlestina makes it worth it . Very clean beach and calm , warm water . Very friendly and attentive staff and good accommodation amenities . Price perfect location for a get away from the chaos of Accra !"
1170,Excellent food . Great place for Children
1171,Wow . . . . it is such an awesome heaven on earth . . . This is what we call Paradise . . . It is such an amazing experience . Charlestina . . . The Best
1172,"Very nice facility . The street there is an imposition . Waited for food for a very long time . But generally very beautiful . Palms , right on the sandy bike offer beautiful photo opportunities . The staff is very courteous and tries to fulfill all wishes . The price for you is also properly in Ghana ."
1173,5 stars for Rooms n atmosphere . 5 star for view . 5 star for services . 0 star for restaurant .
1174,"Serene Seaview facility . Neat rooms , humble staff and friendly owners . I love my stay here . Will come again"
1175,Cozy place for a vacation .
1176,The resort is absolutely lovely by all standards .
1177,Rooms where neat and beautiful . Surrounding where kept at all time . Very friendly staffs
1178,Beautiful hotel for anyone who wants to isolate himself from the hubbub
1179,"A nice place to visit , nice wooded compound . Lovely gentle beach and garden sit outs . Nice rooms and a large very breezy restaurant . Needs to build their swimming pool very quickly to complete the range of facilities and make it more attractive ."
1180,Love it
1181,Tasty food
1182,In fact the place is very calm to refresh your mind and body
1183,"It ' s a really nice place , serene environment for social and corporate events . They have awesome customer service . Very good panoramic ocen view"
1184,Went for the food and I wasn ’ t disappointed .
1185,"A really lovely place , the food was really nice . Especially Red . Plantain and beans was good . The chicken stew was good . The portion were for me a little too big but the food was great so it ' s not really an issue . However service was a bit slow but fortunately they did say in advance that certain foods would be delayed"
1186,Very nice hotel
1187,I came to the place no visitors was there also we request the security at the gate to allow 1 person to go and see facility bcoz i didn ' t saw any car or visitor at there place but security said we must pay and go onside to just watch and if you don ' t like don ' t come next time . So management look into the matter no one will come if you don ' t have good Welcome and Friendly nature
1188,Poor Management Attention
1189,For sure one of the nicest resorts in Ghana . The staff is excellent and the venue is great .
1190,Temporary closure
1191,Hotel is closed !
1192,Good food 👌🏾
1193,Good place for relaxation
1194,"The place is nice but the roads are not good and at the some time there is a big refuse dump behind the Resort which is not good at all , especially when it is getting burnt ."
1195,👍 ✌
1196,"It ’ s serene and cozy , nice beach and surrounded by nice community"
1197,Good
1198,"Unfortunately , the resort no longer keeps what it promises . The villas are very nice and really lovingly equipped . Unfortunately , the beaches are not kept very clean . Half of the wine list is not available . The first bottle of champagne was corked , well happens from time to time . The understanding for this was initially not there . In view of almost 1000 euros per night , rather less acceptable ."
1199,It is closed ! !
1200,👌
1201,Relaxing . . . . .
1202,"Day trip with the family . Food was great , customer service was great . Maxwell and Emmanuel were very helpful . Seafood platter is a must try , enough for 4 people ."
1203,"Coo , nice experience"
1204,Cool
1205,Nice place
1206,Good
1207,"Please use the main road when coming and avoid all short cuts - the roads there are terrible . There ’ s an entrance fee even though the beach and pool is closed for public use . The place needs a lot of renovation and maintenance is poor . The photos displayed on the site are old as compared to the deterioration of the buildings and environment . Prices of everything from drinks to food to rooms are exorbitant , especially food and rooms . Nice sea view by the way . Kindly call for enough enquires and prepare well ."
1208,Serene atmosphere and the less noisest beach ever visited
1209,"The resort may be beautiful , but we booked for 15 people , drove 2 . 5 hours away and they tried to charge 30ghc only to tell us that the pool and beach were closed . Smh ."
1210,beautiful place
1211,See you soon
1212,Very cool with calm sea view in a peaceful community
1213,"Google maps will take you through a very long and very bad route . Better off sticking to the main road . 
 Very warm welcome on arrival . Staff polite . 
 Butler available at the villa which made life much easier . 
 We were shown round the beautiful resort and the beaches are ooooooooh . 
 Great scenery for picture taking . Look out for they ones waterfalls . Totally enjoyed my stay with friends . While touring the property it began to rain and out of no where staff appeared with umbrellas ! Customer service is excellent generally . 
 However the staff embarrassed us when we were checking out . . A towel couldn ’ t be found so they demanded payment for it . This was settled when the towel was found at the villa and apology remdered . A very unnecessary and avoidable incident . And for the price paid to lodge , a missing hand towel shouldn ’ t be the reason to chase guests down . 
 That ’ s why I give 4 star . Otherwise it ’ s is heavenly . 
 Very expensive property . Go prepared 😀"
1214,Best beach in the whole GHANA
1215,"Great food , great location , amazing sea view with refreshing sea breezing and lots of area for running and playing around with children , pool for interested parties . Have amazing buffet services . Satisfaction is guaranteed 💯"
1216,A Nice place to cool down when on that stretch of road
