,comment
5624,nan
5625,"Great Sunday lunch place.
Their pancakes for breakfast are really tasty"
5626,nan
5627,"Showers run hot and cold, one cannot have a decent shower. You either freeze or are scalded. TV system is a waste of time and extremely frustrating. Food average."
5628,nan
5629,"建物自体は古く、WiFi接続環境など不十分な部分多し。６階以上の客室からリノベーションしており、比較的きれいな客室となっている。エアコンの初期設定が16度に設定されており、冷蔵庫のような寒さである。5月訪問であったがエアコンオフでも過ごせる気温であった。
空港が目の前なので中心部に行く用事がなければ便利である。
歩いて行ける距離にモールがあり、ケンタッキーフライドチキン、地元料理のレストランあり。テイクアウト可能。
また、スーパーマーケットもあり。"
5630,nan
5631,nan
5632,nan
5633,"Location is perfect,just within the busiest and largest airport in Ghana, good facilities for taking care of all your needs. Conference rooms also available for business. Enough Space for car parks, nice reception area and also security is assured."
5634,Amazing environment… good food
5635,Lovely environment
5636,nan
5637,It's a very luxurious place. The food is great. The pool is also nice.
5638,Great place with excellent facilities
5639,nan
5640,nan
5641,nan
5642,nan
5643,Okay but not great
5644,nan
5645,nan
5646,"Great staff always helpful and pleasant a great team.
Solomon and Victoria are very good"
5647,nan
5648,Great location and ambience in the evenings.
5649,nan
5650,nan
5651,nan
5652,nan
5653,"Very welcoming and a class of a kind, the reception is very warmly and their food is also good. Free breakfast for two people in the morning for quests, quite impressive.👌.
Good for family vacation."
5654,nan
5655,nan
5656,nan
5657,Mooi hotel super service
5658,nan
5659,"Beautiful place, Good Food.."
5660,"Usually an empty place but if you're looking for silence and a good airy environment, this is a good place."
5661,Nice beach environment for comfortability and relaxation
5662,nan
5663,Beautiful ambience... refreshing site for family and friends with live band music and good food.
5664,"Really well thought out and organized beach resort. I respect how much effort to detail and investment of time and resources has been put into the place, to ensure that it provides quality entertainment and hospitality services.

The location is prime, the staff are professional, the infrastructure is modern, the bar is well stocked and there is ample sitting in the fore court area where every Saturday evening there is a live band session.

There's also a pool 5ft deep end. The location of the place right next to the beach is very scenic and great for beach lovers.

Finally for the night life lovers, the experience you'd get is worthwhile and unique. Definitely worth checking out."
5665,"Wow very beautiful and nice place to be,especially every Saturday live band"
5666,Fantastic beach resort/even centre
5667,Nice place to be
5668,nan
5669,"I have been there today and the service was crummy , receptionist was so rude as well . Please kindly check on this"
5670,Serenity
5671,nan
5672,nan
5673,nan
5674,nan
5675,nan
5676,The location is not good because of the road but the staff is friendly The beds are so soft I like little hard
5677,Really good stay here
5678,nan
5679,"Rooms are okay.
Receptionist will kill your business Mr. Manager.
A customer asked if you provide breakfast and all he could say was ""no but you can go to Mas*** Hotel, hope you know there""."
5680,"I will simply commend the efforts of a staff called SAKEY and the kitchen staff for their civil, welcoming and very polite conducts. I as well remember Freda, although she no more works there. Interestingly, the lovely conducts of these people kept me doing business with your hotel.
I have been lodging in your hotel since 2013 and with my tour consult, I have lodged several of my tourists from several countries, business partners, students, family and friends at your hotel...in the same vein, I have recommended your hotel to a decent number of people but it becomes really DISGRACEFUL to realise that your hotel has an UNCIVILISED, UNTRAINED, UNCOOKED, UNFRIENDLY, CRUEL and a VERY RUDE staff with the name RICHARD working there. Thus, I keep asking myself anytime I visit your hotel; if that boy ""RICHARD"" is there to CHASE AWAY your customers with his uncivilised conduct or purposely there just to FIGHT and INSULT every guest who comes to the Hotel...?
If your hotel really has a management, you must have gotten several unwelcoming reports from your guests about that boy ""RICHARD"". I have had several unbelievable encounters with him and I still wonder why the management of your hotel still harbours him... If you need to keep him to still work there, then it is the management's responsibility to school him properly to understand the nature of the business you run. He's been working there for years but obviously he is so daft not learn or at least to train himself for any further opportunities.
One can easily conclude that he has a problem within himself which he transfers to visitors of the hotel almost everytime...
You may have to note that, with such a bush boy, your hotel is never safe to host visitors..."
5681,nan
5682,nan
5683,nan
5684,nan
5685,Don't agree
5686,Nice ambiance
5687,nan
5688,A memory worth keeping
5689,Nice place to be
5690,Not impressive
5691,very nice and affordable
5692,nan
5693,nan
5694,Nice hide out. Very cool place
5695,I will be back soon
5696,nan
5697,Is a nice place
5698,nan
5699,"Comfortable and affordable,  they also have spacious rooms."
5700,nan
5701,nan
5702,nan
5703,Cosy atmosphere
5704,nan
5705,"Not bad, normaal room but there was no soap at the bathroom. And the air conditioning was not working as well"
5706,V good and fine place to live here .. beautyful garden .good breakfast .. good staff.and clean room ..only one thing is not available is wifi network
5707,nan
5708,nan
5709,nan
5710,nan
5711,Good place for sleeping.
5712,The room and the service was great
5713,nan
5714,nan
5715,Cool
5716,Standard
5717,Very good
5718,Top Hotel with top services
5719,"Thank you Snacks Hotels,for the good services my family and I received when visited Ghana. I will recommend you to my friends abroad who will be coming to Ghana for vacations."
5720,"Wow I couldn't believe it if I were told there are such convenient and safe hotels in Ghana, and Snacks Hotels is one of the best. You will always be my home anytime I come to Ghana."
5721,nan
5722,Very spacious
5723,nan
5724,Terrible hotel! They kept saying us we can swim and for The whole time we were there we couldnt swim. Terrible service and no wifi
5725,nan
5726,nan
5727,nan
5728,nan
5729,I visit Lou-Ralph every Friday with my kids to swim. The pool is very clean. Services are on point. Love the ambience.
5730,Everything about LOU-RALPH hotel is very good 👍😊
5731,nan
5732,The beauty
5733,nan
5734,nan
5735,"I had a great time at this hotel. I stayed in the older building. I found it on the Hopper app. I stayed in one of their Executive Suites. It had multiple outlets to charge my phone and other electronics, a tv, very cold refrigerator, a fan, and a beautiful balcony to look out at the pool. The staff were helpful and welcoming. The only set back is the bathroom could have been a tad cleaner. On the bright side, my room was cleaned each day and I stayed 5 nights. Still overall great experience and just 20 mins from the airport."
5736,nan
5737,"Not expensive hotel and easy to find.
They maybe improve the breakfast a little bit. Rooms are spacious - AC work well etc
Staff is helpful but no need to call at the room to remind payment while the client still in the hotel."
5738,nan
5739,"Their services was quite poor,I had to wait for more than 30 minutes to get a room and in the room the tap wasn't flowing and the receptionist did nothing to solve the problem and when I ordered for water it too several minutes before they brought it."
5740,nan
5741,It took 25 min to tjek in the problem was the rate was higher than they own homepage. The did not paid back my balance. When i went to their restaurant the menu look good and also their pricing. But chef they hire can only make yellowrise and fried rice so very disappointing. The breakfast was surprisingly good egg. Saled with sausage. I did not get my oats as promised. In the room there is free coffee and tea but no cooker for boiling water. When i told them they did not bring it. The pool area was good. If the management step up their duty it could be a great hotel to visit as for now i only wanted to stay one night closd ny there are another hotel to half if their price witj good restaurant food
5742,It's located in a serene environment. They offer good services at comparatively moderate cost.
5743,nan
5744,nan
5745,Sound environment with beautiful ornaments.
5746,Very Serene and beutiful hotel. Fit for every occasion.
5747,It's a nice and serene place to be but some of their staff must improve on their communication and customer care strategies
5748,nan
5749,"Small bathrooms, rooms could be cleaner, very loud a night, early morning also .However it looks great with pool, free breakfast also."
5750,"Super , I love the palmery and incredible customer service ."
5751,nan
5752,nan
5753,Very good
5754,nan
5755,Has a very good gym
5756,nan
5757,nan
5758,Nice and calm hôtel
5759,Nice place
5760,Cool
5761,Nice place
5762,nan
5763,nan
5764,nan
5765,nan
5766,nan
5767,"The place is very nice and cool...it's a beautiful place to spend a day or two but they should work well on their services

Laundry took 3 days to clean clothes, ironing took like 1hr to 2. Great, cool and quiet place but I'm sorry service is very poor"
5768,nan
5769,"Very nice and welcoming spot indeed. People and the front desk and the bar (Eva, Femi, James and Mahama) are super nice and helpful. It was such a pleasure staying there and interactions with them. I recommend this place!"
5770,nan
5771,"I have never lodged in this hotel before though.. I only go for swimming and have something to eat. Very neat environment, good rooms for that matter, but am yet to lodge there. Clean and amazing pool.  Great customer service."
5772,nan
5773,nan
5774,nan
5775,nan
5776,nan
5777,nan
5778,nan
5779,nan
5780,nan
5781,nan
5782,nan
5783,nan
5784,Abofour road
5785,Good and lovable environment
5786,"Okay Hotel but the market noisy and traffic to the hotel makes it uncomfortable to get there.
Nice service and great price.
Friendly staff members"
5787,nan
5788,nan
5789,Good customer service
5790,nan
5791,nan
5792,nan
5793,Cool place
5794,nan
5795,nan
5796,It is good
5797,nan
5798,nan
5799,Accra
5800,nan
5801,Very good
5802,nan
5803,nan
5804,nan
5805,nan
5806,nan
5807,nan
5808,nan
5809,nan
5810,Beautiful rooms
5811,nan
5812,nan
5813,nan
5814,nan
5815,nan
5816,nan
5817,nan
5818,nan
5819,nan
5820,Services good
5821,nan
5822,nan
5823,Very nice place to be with the family...
5824,Full of Nigerian 24/7
5825,nan
5826,nan
5827,It really cool but just be prepared.. safety 1st .. come party all day long.. meet new people
5828,The place was good
5829,nan
5830,nan
5831,It’s awesome
5832,nan
5833,nan
5834,✅
5835,nan
5836,nan
5837,"Customer service was cool, chicken and fries perfect"
5838,Cool
5839,nan
5840,nan
5841,Okay Good
5842,It's okay
5843,nan
5844,Good plc to be
5845,nan
5846,Really nice and fun place to be
5847,nan
5848,I just like because is a cool loving place to be and also have some cul view of nature.
5849,nan
5850,Nice place for relaxation
5851,nan
5852,nan
5853,Good
5854,Nice place by the beach. You get to local and continental dishes and also get to play table tennis too.
5855,nan
5856,A hide out away from town plus Ocean view
5857,"Totally pleasant,"
5858,nan
5859,Hmmm not ago I went there and the whole place was smelling
5860,nan
5861,nan
5862,nan
5863,un site vraiment bien équipé et qui donne vu à la mer!!!!
5864,nan
5865,praise Tabernacle church
5866,Nice place to have a get together
5867,Ou j'ai passer un séjour agréable
5868,nan
5869,Good service
5870,nan
5871,nan
5872,Nice place.
5873,This is a great hotel with a nice view of the ocean. Nice local area and polite staff. Commutable to the city center. A small compromise for a more authentic Ghana experience.
5874,nan
5875,nan
5876,The food was good but was in quite small portions. Also very nice when the place is not too packed
5877,"Really bad experience, it was my first time in Ghana, we went there with friends and even though they have security guys all over the place I got my phone stolen.
No one wanted to give us access to the video recording when I realised my phone was stolen and I was promised to be call back the next day by the manager.
I was never called and my friend has to call multiple times to remind them to get back to us.
When we finally had access to the recording I realised that the video was cut at the exact moment my phone was stolen and then everything was erased - the reason was that there was a power cut that explained the « not complete » video whereas I was there and there was no power cut (no light off, no music off).
Those people are liars, they actually covered the person who stole my phone and reading through the comment it appears that it did not happened to me only."
5878,"They steal phones there. Terrible customer service, no one helps"
5879,"Jumping on the ""stolen phone review"". Shame on the management of the beach for such a lack of accountability. Had to choose a star, wished there was less than 1X rating.
@owners of the place: recommend you pick up the phone, apologies and compensate for the theft"
5880,"I don't recommend at all.
My friend's phone was stolen, at a party there with at entrance fee. They deleted the part of the recording where it was happening which means it was probably done by someone from the staff. We followed up several times and they never even replied.
Security is hanging around with bullet-proof vest for nothing.
Very very poor customer experience."
5881,nan
5882,Great place for a seaside walk on the pathways. Do not expect much of the beach itself though. Enjoyed the breeze and sunset view. Was here on a Monday. good food around but do try the deep fried snacks while waiting for sunset.
5883,nan
5884,Was a nice experience will recommend it for nice food and nice ambiance
5885,"Great vibes, amazing food. Good service. Manager Golden was very accommodating. I suggest the place to everyone!"
5886,"Lovely food, lovely vibes. Amazing customer service"
5887,Beautiful aesthetic. Drinks moderate taste. Food not soo great but very pricey. Management needs to rectify this to keep customers
5888,nan
5889,5star beach resort
5890,All i got to say is you won't regret going there. Totally amazing experience. Awesome staff. Awesome food. Nice view. Ended up staying longer than we planned.
5891,Poor service and for the bouncers can’t talk
5892,Serene environment. Good music.
5893,"The place was fun , everyone needs to come here , very friendly customer service that makes you feel at home"
5894,nan
5895,Alora beach is a great place to host parties .The staff are nice and attentive. The food and drinks are pretty good too. 10/10
5896,Nice place good music great vibe
5897,"Great place to hang out with friends. Clean, comfortable environment. Friendly staff tooooo"
5898,"This place is reallyyyyyy nice
honestly pictures taken here especially doesn’t even look like Ghana and their service too was on point ✌🏻✌🏻✌🏻 Keep it up ❤️"
5899,"Ambiance was great. Got the seafood platter and it was amazing.
Met two male managers and they were really down to earth. S/O to Felix"
5900,nan
5901,"A beautiful new experience in the city... A beach resort with amazing food, ambience and access to the beach ⛱️
Accra needs more of this!!!"
5902,Loved the vibe here
5903,Great views but the service is slow
5904,"Absolutely disgusting management, one of the staff stole my phone they did nothing about it no call no help would not recommend. Manager did not help at all will never return"
5905,Good place to visit and take pictures
5906,"My friends and I went to Alora Beach Respert. For over 1 hour, no waiter came to take our order despite signalling them multiple times. Each waiter will tell you they are coming soon to take your order but never come. The had to even stop taking food orders because the kitchen was overwhelmed with orders they could not push out. We left after an hour without haven even our drinks order taken. Went to another spot next door and got served within 20 mins"
5907,Alora beach is a very beautiful location… I enjoyed my visit there… The food had great taste….
5908,"Full of life, for families,  couples and groups, it's a fan place to be, the pool is cool too and the beach.
The set up is fantastic"
5909,"we are very disappointed we have heard about your area for a long time, we really wanted to be there but our first experience was a disaster ! they falsely advertise and we spent money for nothing in the end"
5910,"This is a new beach club in Laboma…it promotes a no reservations policy, so I and my friend went to experience this establishment. Unfortunately we had to wait for a long time to get seats, eventually we did get seats . We placed orders for drinks and kebab and seafood pasta …now the wait time was extremely looonggg! We had to wait such a long time to get the drinks and food. Service at this place is terrible! We had to set up our own table…there were just alot of things that ruined the experience for us . We asked for the bill that also took a long time to come and when it eventually came ..an item that we didn’t order for (food platter) was added to our bill , we had to call the attention of the waiter to that as well , to correct the bill again involved another time of waiting. The only positive things from this experience were the cocktails, they were nice and the seafood pasta had the right amount of cream …away from all of these the quality of service here needs to be upped!!!!"
5911,Amazing Place to be in Accra.. This place is beautiful and so relaxing . We went there with our football players to relax their minds
5912,nan
5913,Still a good place to hang out
5914,nan
5915,nan
5916,J’y est passé du temps c’est magnifique une ambiance unique
5917,"À part l'emplacement et la connexion qui n'est pas bonne du fait que ce soit un peu éloigné de la ville, je dirai que c'est un bon hôtel, la réception est toujours disponible en cas de besoin, même si ils dorment😹😹. Vraiment j'aime beaucoup.✨"
5918,Good and awesome
5919,"Loved the bed sizes. Lots of ""room"" for improvement."
5920,nan
5921,Hmm
5922,nan
5923,Great place to lodge both for short and long stay
5924,Affordable
5925,nan
5926,nan
5927,nan
5928,Nice environment
5929,nan
5930,Nice for hangouts
5931,nan
5932,My favourite hotel
5933,nan
5934,nan
5935,nan
5936,nan
5937,"I think a lot has to be done in the hotel, water stops flowing time to time and you have to go out and call an attendant. Bedsheets are heavily stained and they used a duvet to cover the stained area.
The duvet or blanket smells very bad, like it's not been washed.
Management should seriously look into that, until they improve it's a no no for me.
Flask for breakfast is rusted, the cutter to open a milk was not washed. It was a horrible experience for me.
It's a no no."
5938,nan
5939,"The food is generally good. However, occasionally, there are problems with the plumbing; i.e, the shower doesn't work well, water leaks with the sink. Also the television channels are not clear, with occasional signal problems."
5940,nan
5941,nan
5942,nan
5943,nan
5944,nan
5945,I don't hv any
5946,"Overall the place is not too bad... It a little bit old... The have to do elot of renovation...
I feel the management is not paying attention to integrate details.. those small things like keeping the compound arranged and clean.
This things may look small and Easily overlooked but to the customer that will have to share their experience, it will be important to make sure that nothing falls out of place..."
5947,nan
5948,nan
5949,Its a home away from home
5950,Too bushy
5951,nan
5952,Great place at haatso to relax
5953,The food and Accommodation
5954,nan
5955,Good plants
5956,I think they need to do a thorough cleaning of the outside of the hotel to give it a better out look and also improve on their services.
5957,Spacious
5958,Lovely
5959,Serene place to hang out
5960,nan
5961,nan
5962,peaceful place for relaxation
5963,The best place I go to on important occasions
5964,No pool side for relaxation
5965,nan
5966,nan
5967,nan
5968,Disappointed when I booked a room.the room is too old fashioned.but the outside has a great view
5969,"Cool place to relax and enjoy yourself, your family and friends."
5970,nan
5971,nan
5972,Exclusive place to be
5973,Beautiful place
5974,Hospitable
5975,nan
5976,👌👌
5977,nan
5978,nan
5979,Bien
5980,No place like this hotel
5981,Nice and beautiful place
5982,Nice place
5983,Affordable guest house
5984,nan
5985,Mabels pub
5986,nan
5987,"Cool place, good for hang out. Quite hidden out."
5988,nan
5989,It a nice place for your weddings engagements photo shots parties and many more
5990,The best place for family
5991,nan
5992,nan
5993,nan
5994,nan
5995,nan
5996,Great edifice and quite location
5997,Very Good
5998,nan
5999,nan
6000,The environment is clean and well gardened. Security is perfect for visitors
6001,nan
6002,nan
6003,nan
6004,nan
6005,Nice place to be
6006,nan
6007,nan
6008,nan
6009,Nice hotel in a quiet neighborhood
6010,"Outside is nice
Ba the rooms need to be improved to match what they're charging"
6011,nan
6012,Such a nice place
6013,nan
6014,nan
6015,nan
6016,nan
6017,"I am celebrating end of my Ghana trip   with a champagne Afternoon Tea in The Court at the Number one Oxford street  Hotel. Which is West Africa Ritz luxurious style.

It is my  favorite place in Ghana; I loved the elegant ambiance and delicious food which is always exquisitely presented.

On this occasion, I am concerned as the doctor has placed me on a low FODMAP diet to address the food allergies and intolerances I am  currently suffering (including dairy, nut and gluten) In actual fact, I had no need to worry, my special dietary requirements were very well catered for. Apartments are luxurious Décor
an excellent choice for rest and rejuvenation. Well-known for its family-friendly environment and proximity to great restaurants and attractions, Number one Oxford makes it easy to enjoy the best of Accra.

As your “home away from home,” the boutique hotel rooms offer a flat screen TV, air conditioning, and a refrigerator, and getting online is easy, with free wifi available.

Guests have access to a 24 hour front desk, a concierge, and room service while staying at hotel In addition, Grand Number one offers breakfast, which will help make your Accra  trip additionally gratifying. And, as an added convenience, there is parking available to guests.

Highly recommend and will return."
6018,Just don't like the city stress
6019,nan
6020,nan
6021,nan
6022,This is a good place
6023,nan
6024,This is a good place 👍
6025,Lovely place
6026,"I had a pleasant time at this Hotel. The ambience was amazing, and the service was top-notch. The food was sumptuous and the location suited my daily routine in the city. I recommend."
6027,This place is the best.cant get tired of here
6028,"This is a great place, best amongst the rest. It's a home away from home."
6029,This is a great place
6030,Solid place. Top notch service. Really great.
6031,This is a great place
6032,Wonderful place
6033,"It was an awesome experience one I won't forget in a hurry, good customer service, beautiful rooms and views I was simply amazed"
6034,"The service here is actually good. Well furnished, good location and
good rooms"
6035,This is a good place
6036,I have stayed at dozen of hotels in different locations of the world but this was on the top of the list of best stays/experiences ever. Staff were very hospitable and there for every need of mine. Thank you so much nd would love to visit again
6037,Best place for relaxation and luxury holidays
6038,Classic and lovely 😍 place to be again and again. WOW 😲 I call this place a home❤️❤️❤️
6039,"Wow the room size is royalty standard
Fast internet access, friendly staff.
Looking for a place to be treated like royalty? You found it 💯"
6040,The name indicates the service rendered at the hotel.💋
6041,King's and Queens Kingdom ❤Amazing
6042,It was a truly amazing experience
6043,"Thus was my first time to stay at this Apartment hotel. What impressed me was the service of the staff. Very polite and very attentive to your needs. They are willing to go out of their way to ensure you are comfortable.

The rooms are actually small apartments so this means lots of fantastic space. They are modern and spacious and very well kept. The shower was a little on the small side but nothing to much to complain about. Oh yes the pressure from the shower could be better.

The breakfast was very good with a great choice of local dishes and pastries. Mixing you western and local culture very well. I never did dinner there purely because I wanted to explore the local restaurants and try authentic traditional foods.

My only small issue is the location. It's far from the Central Business District meaning that if you have meetings in the city then you need to leave 30 mins or more before the meeting due to the traffic. And likewise coming back can take a while due to traffic. Apart from that it's a great place to stay in Accra."
6044,nan
6045,nan
6046,nan
6047,👍🏿
6048,nan
6049,nan
6050,nan
6051,Very good
6052,"My friends and I stayed at Number for the last leg of my birthday trip! This hotel is a win! My suite and the hotel overall was very luxurious, clean, orderly, and beautifully decorated. The hotel security and staff were amazing. Our butler Alex and another available butler were great and made sure that we were safe. For example, my friend and I were accompanied on our walk to the ATM.
Number One will be a repeat."
6053,nan
6054,nan
6055,nan
6056,nan
6057,nan
6058,Very nice building that illuminates at night bringing some liveliness in the city at night
6059,"I just found out how to write reviews recently and I thought of writing one about my terrible experience at this hotel.
On the outside, the hotel looks very eye-catching and attracting but if you actually put time and money into going there you will realise that it was a bad decision.
When I visited, I was told the WiFi was down and to make matters  even worse,I wanted to watch some TV and I noticed there was no decoder. The TV was big but it wasn’t useful since I could only access satellite channels.
I didn’t have anything else to do, so I decided to take a dip in the pool, which was a terrible idea as the pool was dirty and filled with dead bugs and I saw that as a health hazard so I didn’t even bother going in.
The only good aspect of my stay was the food."
6060,nan
6061,Excellent place to stay for a Holiday
6062,Nice place with a city view from the balcony. Services are on point with great customer service
6063,The services of the hotel is great. Good location with nice reception. The rooms are very neat with clean towels and bed spreads.
6064,"The ambience was great and the room was cosy. I was well received and certain the meals would have been great as well; just that my stay was overnight only.

But the bathroom shower door made it near impossible for me to get into the shower cubicle. A slimmer person could wangle through, unless they change the orientation of the door.

Other than that? It was worth the money spent. Clean, affordable, not too far from the airport, courteous and helpful staff, lovely ambience."
6065,"Very friendly staff, excellent service, good food and clean rooms. It is also close to the airport  and would highly recommend it for anyone."
6066,nan
6067,nan
6068,"I only used their restaurant and the place was good, nice swimming pool,  the neighborhood is safe"
6069,"Hands down, this is one of the best hotels in Accra, Ghana! it is a High end Hotel at a reasonable cost, there's a restaurant on the premises where the meals are served hot & delicious, a 24hr pool as well, the Staff is simply amazing, Respectful, courteous always willing to lend a helpful hand, Rooms are cleaned Daily! We simply can not say enough about this hotel. we stayed for two 2weeks (May 2023) my very first time in Ghana, no complaints, Highly recommend"
6070,Good place
6071,nan
6072,"Everything is on point there, excellent staff from the security to manager,very good customer service"
6073,"I enjoyed my stay at Golden Crystal Hotel. The staff were attentive and quick to fix any issue. However, I was not impressed with the buffet breakfast offering."
6074,Very nice place to be
6075,nan
6076,nan
6077,nan
6078,Excellent place.
6079,nan
6080,nan
6081,Awesome hidden gem🤗
6082,nan
6083,nan
6084,nan
6085,nan
6086,nan
6087,nan
6088,nan
6089,nan
6090,The place is great.And their food oh is excellent
6091,"This hotel is simply beautiful. Its pretty close to the airport, not too far from Accra Mall.
The staff are welcoming, especially at the front desk. The food quality at the restaurant is superb, I highly recommend the chicken alfredo and the burgers. The cappuccino they make is the best I've ever had.
The swimming pool is very clean and visually appealing, as is the gym and pool tables.
Massages are available to book also.
Even the most basic room comes with a fridge/freezer and kettle, and a fantastic shower. Rooms are very secure.
I will definitely be returning here on my next visit to Ghana.
If the manager is reading this review, your hotel is amazing and your chef is a huge asset!"
6092,nan
6093,"Superb!
Very good ambience and topnotch amenities."
6094,Nice and affordable place. Restaurant staff however need further development in the context of customer service. I recommend!
6095,That’s my home
6096,Nice place to stay
6097,nan
6098,nan
6099,Very friendly workers. I always go there whenever im in Accra.
6100,nan
6101,nan
6102,Excellent
6103,"Close to the airport (arround 30min or 50ghs) lots of space in the bar area, and nice rooms"
6104,nan
6105,"Nice people 👍🏽 nice reception. My check in was fast .
My waiter at the restaurant was really nice and helpful but my first food order wasn't the best . The second I just managed."
6106,nan
6107,nan
6108,nan
6109,Good
6110,Cool environment
6111,nan
6112,nan
6113,nan
6114,nan
6115,Nice place
6116,Nice place
6117,nan
6118,nan
6119,Loved it
6120,nan
6121,Great place
6122,"Why, it has been closed
You don't want me to have fun anymore 🙄?"
6123,This place has been closed down
6124,nan
6125,nan
6126,のんびり過ごせます。
6127,nan
6128,Very good
6129,nan
6130,Good service
6131,Very nice and beautiful
6132,nan
6133,Cool place
6134,nan
6135,nan
6136,Customer service at it best. I like the reception
6137,Cozy place
6138,Not a good place for meetings
6139,nan
6140,Is such a cool and romantic place to be.
6141,Good place to relax
6142,nan
6143,nan
6144,"Staff friendly, room basic & cleaned. No outdoor/garden area to relax. Good for short stay & budget traveler"
6145,nan
6146,nan
6147,Hôtel à Accra
6148,Excellent service
6149,nan
6150,nan
6151,Has a nice and simple summer hut for holding an evening meeting where presentations would be projected onto a screen
6152,nan
6153,nan
6154,nan
6155,nan
6156,"A place to be,home away from home,you want to know more contact me personally"
6157,Ok place
6158,Dhope
6159,This hotel was not worth the money I paid for it. Break fast should not be called buffet if you put a guard there to serve and limit your choise of the number of eggs you want for breakfast... I could only endure one night here
6160,nan
6161,Poor facilities
6162,Poorly managed hotel. Just needs a little love and tenderness to transform to an awesome place
6163,Quiet ambience ...👍🏾👍🏾👍🏾
6164,nan
6165,nan
6166,nan
6167,"I Actually forgot to take shots till just when I was about leaving.   I enjoyed their service. Would rate it a 4/5.   The local bar was set up beautifully, the downside was the coconut’s were not properly opened hence making it quite hard to drink.   Their main meals were cooked to perfection. Asked a couple of people that tried different meals and it was a 10/10 for them.    I didn’t really try much of the desert.  But I liked the Oreo cake. I’d definitely recommend.   And big ups to the team that attended to us."
6168,nan
6169,My regular conference hotel
6170,Good
6171,nan
6172,nan
6173,Love the fufu
6174,nan
6175,nan
6176,Great location. Very affordable. Staff are very polite
6177,Sorry cool for conferences
6178,nan
6179,Stupendously invigorating...serene and entertaining place to be 💃🏽🕺🏼👍
6180,nan
6181,nan
6182,nan
6183,Very good finger foods
6184,Wonderful experience
6185,"I visited Alisa Hotel North Ridge for a conference. The hotel is worth according a five star. The environment was neat, thy had a spacious car pack with visible security personnel all over the place. The staff were so welcoming, neatly dressed and professional with their duties. I only had a cocktail and I can say it was good. I am unable to comment about their rooms and other amenities since I didn't use them. The programme I attended was organised in the Botsio hall and the place was well kept with lightening, Wi-Fi, microphones, wall mounted projectors and air-conditionrers were all functioning. I must say it is  a pace worth visiting."
6186,nan
6187,Cool place 😎
6188,Very great and expensive place
6189,nan
6190,nan
6191,nan
6192,nan
6193,"Is a very nice place, I loved my stay there"
6194,Friday night buffet is absolutely a must. Hangout there and you will never regret it
6195,Good service
6196,nan
6197,Excellent atmosphere
6198,Great place to spend your vacation
6199,nan
6200,Loving atmosphere
6201,nan
6202,nan
6203,nan
6204,nan
6205,nan
6206,It is really a great place to be. A five star hotel situated at the heart of the city
6207,nan
6208,Great reception for a conference program
6209,nan
6210,"It was so good experience to be at Alisa hotel service best, rooms excellent"
6211,nan
6212,Good Services
6213,It's a very and cool place to relax
6214,nan
6215,Very interesting place
6216,nan
6217,Great place
6218,It was very nice but the service was very slow. It took a very long time to get the food we ordered.
6219,Food service is  Delay. order food first nice beach view.frindely guys. Bbq 🐠🐟🐟 is good 👍👍 bring more fun friends
6220,Serene environment
6221,nan
6222,nan
6223,"Nice view, friendly attendants, variety of foods and snacks"
6224,Food was outstanding and very reasonable in price
6225,"A serene atmosphere, and enjoy cool breeze of the sea as you listen to beautiful tunes. The best beach resort to hangout with your friends, family and love one.  The view of the sea is beautiful when you sit on the stones you will see the unending sea, independent square, the OSU castle you will love it. See you there!"
6226,"Good atmosphere,  a cozy beach for romance and friends hangouts"
6227,nan
6228,Lovely atmosphere
6229,Beautiful spot listening to the see waves and sipping your beer.
6230,nan
6231,Has a great sea view but I didn't like their services
6232,nan
6233,nan
6234,It a very nice place to enjoy your evening
6235,The breeze alone its something else
6236,I enjoyed eat at this resort while listening to the waves washing up the beach
6237,Malý výběr ale jídlo ok a výhled fajn
6238,nan
6239,"Dobrej bar, studeny pivko, vse ok"
6240,nan
6241,nan
6242,Nice place !
6243,nan
6244,nan
6245,Lovely location for outskirt lunch and dinner
6246,"Nice place quiet location
There should be wheel chair accessibility"
6247,"Catching with the sea breeze... place was lively with some cultural beatz.....
A place you wanna be"
6248,nan
6249,nan
6250,nan
6251,nan
6252,"It was a nice place to hang around for picnics appreciating nature looking at the ocean waves, with a good weather conditions, ocean views, restaurant, bar and other services around the place. You can pay the place a visit to catch some fun relaxing around the beach."
6253,The surrounding was not well kept. The washrooms were dirty.
6254,"We stopped here for lunch, lovely setting and tasty food. The waitress was also very friendly."
6255,nan
6256,"Very beautiful place but very disappointing experience.  Since this is my second visit within one week with similar experience I decided to leave a review.  We were a party of 11 and our food started arriving after almost 1.5 hrs. My order, literally 1.45hrs later, arrived incorrect.  Another person of our party accepted my incorrect meal.  No explanation nor apology was offered.  Some locals from my group complained and suddenly anew and correct order arrived.  I give two stars because the fella finally apologized.

I was still charged $67 GHS so Im giving one star."
6257,It's a quite cool place because of it's closeness to the ocean. But I think they can do with some renovation
6258,Beautiful view 😍
6259,nan
6260,"Beautiful serene area, just a few steps away from the busy Makola market. We went during the nighttime and the view was beautiful, I'm looking forward to returning in the day and trying out the bar."
6261,nan
6262,Such a relaxing place to be
6263,Very boring
6264,"Good food, great hospitality"
6265,nan
6266,Very comfortable place
6267,nan
6268,nan
